partner,day,no_of_registrations,no_orders,aum,aov,fti_count,fti_amount
ET money,2024-07-05,1,0,0.0,0.0,0,
ET money,2024-07-04,1,0,0.0,0.0,0,
ET money,2024-06-29,1,0,0.0,0.0,0,
ET money,2024-06-28,1,0,0.0,0.0,0,
ET money,2024-06-20,1,0,0.0,0.0,0,
ET money,2024-06-18,1,0,0.0,0.0,0,
ET money,2024-06-17,1,0,0.0,0.0,0,
ET money,2024-06-15,1,0,0.0,0.0,0,
ET money,2024-06-14,2,0,0.0,0.0,0,
ET money,2024-06-13,1,0,0.0,0.0,0,
ET money,2024-06-07,1,0,0.0,0.0,0,
ET money,2024-06-03,1,0,0.0,0.0,0,
ET money,2024-06-02,1,0,0.0,0.0,0,
ET money,2024-05-31,1,0,0.0,0.0,0,
ET money,2024-05-22,1,0,0.0,0.0,0,
ET money,2024-05-18,1,0,0.0,0.0,0,
ET money,2024-05-16,1,0,0.0,0.0,0,
ET money,2024-05-15,1,0,0.0,0.0,0,
ET money,2024-05-13,1,0,0.0,0.0,0,
ET money,2024-05-01,2,0,0.0,0.0,0,
ET money,2024-04-18,1,0,0.0,0.0,0,
ET money,2024-04-14,1,0,0.0,0.0,0,
ET money,2024-04-13,1,0,0.0,0.0,0,
ET money,2024-04-12,3,0,0.0,0.0,0,
ET money,2024-04-11,1,0,0.0,0.0,0,
ET money,2024-04-07,1,0,0.0,0.0,0,
ET money,2024-04-06,1,0,0.0,0.0,0,
ET money,2024-03-29,1,0,0.0,0.0,0,
ET money,2024-03-28,1,0,0.0,0.0,0,
ET money,2024-03-26,1,0,0.0,0.0,0,
ET money,2024-03-25,1,0,0.0,0.0,0,
ET money,2024-03-15,1,0,0.0,0.0,0,
ET money,2024-03-14,1,0,0.0,0.0,0,
ET money,2024-03-13,1,0,0.0,0.0,0,
ET money,2024-03-08,1,0,0.0,0.0,0,
ET money,2024-03-04,1,0,0.0,0.0,0,
ET money,2024-03-02,2,0,0.0,0.0,0,
ET money,2024-03-01,1,0,0.0,0.0,0,
ET money,2024-02-25,1,0,0.0,0.0,0,
ET money,2024-02-24,1,0,0.0,0.0,0,
ET money,2024-02-20,1,0,0.0,0.0,0,
ET money,2024-02-17,1,0,0.0,0.0,0,
ET money,2024-02-06,1,0,0.0,0.0,0,
ET money,2024-01-31,1,0,0.0,0.0,0,
ET money,2024-01-30,1,0,0.0,0.0,0,
ET money,2024-01-21,1,0,0.0,0.0,0,
ET money,2024-01-19,1,0,0.0,0.0,0,
ET money,2024-01-15,1,0,0.0,0.0,0,
ET money,2024-01-02,2,0,0.0,0.0,0,
ET money,2023-12-27,1,0,0.0,0.0,0,
ET money,2023-12-25,2,0,0.0,0.0,0,
ET money,2023-12-23,1,0,0.0,0.0,0,
ET money,2023-12-20,2,0,0.0,0.0,0,
ET money,2023-12-19,1,0,0.0,0.0,0,
ET money,2023-12-14,1,0,0.0,0.0,0,
ET money,2023-12-10,1,0,0.0,0.0,0,
ET money,2023-12-02,1,0,0.0,0.0,0,
ET money,2023-11-28,2,0,0.0,0.0,0,
ET money,2023-11-19,1,0,0.0,0.0,0,
ET money,2023-11-13,1,0,0.0,0.0,0,
ET money,2023-11-03,1,0,0.0,0.0,0,
ET money,2023-10-22,1,0,0.0,0.0,0,
ET money,2023-10-21,2,0,0.0,0.0,0,
ET money,2023-10-20,1,0,0.0,0.0,0,
ET money,2023-10-19,1,0,0.0,0.0,0,
ET money,2023-10-17,1,0,0.0,0.0,0,
ET money,2023-10-12,2,0,0.0,0.0,0,
ET money,2023-10-08,1,0,0.0,0.0,0,
ET money,2023-10-03,1,0,0.0,0.0,0,
ET money,2023-09-29,1,0,0.0,0.0,0,
ET money,2023-09-26,1,0,0.0,0.0,0,
ET money,2023-09-18,1,0,0.0,0.0,0,
ET money,2023-09-11,1,0,0.0,0.0,0,
ET money,2023-09-09,1,0,0.0,0.0,0,
ET money,2023-09-08,1,0,0.0,0.0,0,
ET money,2023-09-03,1,0,0.0,0.0,0,
ET money,2023-09-01,1,0,0.0,0.0,0,
ET money,2023-08-27,1,0,0.0,0.0,0,
ET money,2023-08-21,1,0,0.0,0.0,0,
ET money,2023-08-20,1,0,0.0,0.0,0,
ET money,2023-08-17,1,0,0.0,0.0,0,
ET money,2023-08-11,1,0,0.0,0.0,0,
ET money,2023-08-09,1,0,0.0,0.0,0,
ET money,2023-08-06,1,0,0.0,0.0,0,
ET money,2023-08-04,1,0,0.0,0.0,0,
ET money,2023-07-25,1,0,0.0,0.0,0,
ET money,2023-07-22,1,0,0.0,0.0,0,
ET money,2023-07-11,1,0,0.0,0.0,0,
ET money,2023-07-08,1,0,0.0,0.0,0,
ET money,2023-06-26,1,0,0.0,0.0,0,
ET money,2023-06-16,1,0,0.0,0.0,0,
ET money,2023-06-08,2,0,0.0,0.0,0,
ET money,2023-06-02,1,0,0.0,0.0,0,
ET money,2023-06-01,1,0,0.0,0.0,0,
ET money,2023-05-30,1,0,0.0,0.0,0,
ET money,2023-05-27,1,0,0.0,0.0,0,
ET money,2023-05-25,1,0,0.0,0.0,0,
ET money,2023-05-21,1,0,0.0,0.0,0,
ET money,2023-05-18,1,0,0.0,0.0,0,
ET money,2023-05-14,1,0,0.0,0.0,0,
ET money,2023-05-11,1,0,0.0,0.0,0,
ET money,2023-05-01,1,0,0.0,0.0,0,
ET money,2023-04-30,1,0,0.0,0.0,0,
ET money,2023-04-19,1,0,0.0,0.0,0,
ET money,2023-04-17,3,0,0.0,0.0,0,
ET money,2023-04-11,1,0,0.0,0.0,0,
ET money,2023-04-09,1,0,0.0,0.0,0,
ET money,2023-04-04,2,0,0.0,0.0,0,
ET money,2023-03-29,1,0,0.0,0.0,0,
ET money,2023-03-28,2,0,0.0,0.0,0,
ET money,2023-03-25,1,0,0.0,0.0,0,
ET money,2023-03-22,1,0,0.0,0.0,0,
ET money,2023-03-18,1,0,0.0,0.0,0,
ET money,2023-03-11,1,0,0.0,0.0,0,
ET money,2023-03-09,2,0,0.0,0.0,0,
ET money,2023-03-05,2,0,0.0,0.0,0,
ET money,2023-03-01,1,0,0.0,0.0,0,
ET money,2023-02-28,4,0,0.0,0.0,0,
ET money,2023-02-22,1,0,0.0,0.0,0,
ET money,2023-02-20,1,0,0.0,0.0,0,
ET money,2023-02-11,1,0,0.0,0.0,0,
ET money,2023-02-10,1,0,0.0,0.0,0,
ET money,2023-01-31,1,0,0.0,0.0,0,
ET money,2023-01-29,1,0,0.0,0.0,0,
ET money,2023-01-28,1,0,0.0,0.0,0,
ET money,2023-01-27,1,0,0.0,0.0,0,
ET money,2023-01-26,1,0,0.0,0.0,0,
ET money,2023-01-25,1,0,0.0,0.0,0,
ET money,2023-01-24,1,0,0.0,0.0,0,
ET money,2023-01-18,1,0,0.0,0.0,0,
ET money,2023-01-17,1,0,0.0,0.0,0,
ET money,2023-01-06,2,0,0.0,0.0,0,
ET money,2023-01-02,4,0,0.0,0.0,0,
ET money,2022-12-31,1,0,0.0,0.0,0,
ET money,2022-12-29,2,0,0.0,0.0,0,
ET money,2022-12-28,1,0,0.0,0.0,0,
ET money,2022-12-27,1,0,0.0,0.0,0,
ET money,2022-12-26,1,0,0.0,0.0,0,
ET money,2022-12-25,2,0,0.0,0.0,0,
ET money,2022-12-22,1,0,0.0,0.0,0,
ET money,2022-12-15,3,0,0.0,0.0,0,
ET money,2022-12-13,1,0,0.0,0.0,0,
ET money,2022-12-10,1,0,0.0,0.0,0,
ET money,2022-12-07,1,0,0.0,0.0,0,
ET money,2022-12-04,2,0,0.0,0.0,0,
ET money,2022-11-29,1,0,0.0,0.0,0,
ET money,2022-11-23,1,0,0.0,0.0,0,
ET money,2022-11-21,1,0,0.0,0.0,0,
ET money,2022-11-19,1,0,0.0,0.0,0,
ET money,2022-11-17,1,0,0.0,0.0,0,
ET money,2022-11-15,1,0,0.0,0.0,0,
ET money,2022-11-13,2,0,0.0,0.0,0,
ET money,2022-11-12,2,0,0.0,0.0,0,
ET money,2022-11-11,1,0,0.0,0.0,0,
ET money,2022-11-10,1,0,0.0,0.0,0,
ET money,2022-11-09,2,0,0.0,0.0,0,
ET money,2022-11-08,3,0,0.0,0.0,0,
ET money,2022-11-06,1,0,0.0,0.0,0,
ET money,2022-11-03,1,0,0.0,0.0,0,
ET money,2022-10-31,3,0,0.0,0.0,0,
ET money,2022-10-26,1,0,0.0,0.0,0,
ET money,2022-10-25,1,0,0.0,0.0,0,
ET money,2022-10-23,1,0,0.0,0.0,0,
ET money,2022-10-21,1,0,0.0,0.0,0,
ET money,2022-10-17,1,0,0.0,0.0,0,
ET money,2022-10-16,1,0,0.0,0.0,0,
ET money,2022-10-14,1,0,0.0,0.0,0,
ET money,2022-10-13,2,0,0.0,0.0,0,
ET money,2022-10-10,1,0,0.0,0.0,0,
ET money,2022-10-08,3,0,0.0,0.0,0,
ET money,2022-10-06,2,0,0.0,0.0,0,
ET money,2022-10-04,1,0,0.0,0.0,0,
ET money,2022-10-03,1,0,0.0,0.0,0,
ET money,2022-09-30,1,0,0.0,0.0,0,
ET money,2022-09-28,1,0,0.0,0.0,0,
ET money,2022-09-26,1,0,0.0,0.0,0,
ET money,2022-09-25,1,0,0.0,0.0,0,
ET money,2022-09-24,2,0,0.0,0.0,0,
ET money,2022-09-23,1,0,0.0,0.0,0,
ET money,2022-09-18,1,0,0.0,0.0,0,
ET money,2022-09-16,2,0,0.0,0.0,0,
ET money,2022-09-14,1,0,0.0,0.0,0,
ET money,2022-09-13,3,0,0.0,0.0,0,
ET money,2022-09-12,3,0,0.0,0.0,0,
ET money,2022-09-11,1,0,0.0,0.0,0,
ET money,2022-09-07,1,0,0.0,0.0,0,
ET money,2022-09-06,1,0,0.0,0.0,0,
ET money,2022-09-05,1,0,0.0,0.0,0,
ET money,2022-09-04,1,0,0.0,0.0,0,
ET money,2022-09-03,1,0,0.0,0.0,0,
ET money,2022-09-01,1,0,0.0,0.0,0,
ET money,2022-08-31,2,0,0.0,0.0,0,
ET money,2022-08-30,1,0,0.0,0.0,0,
ET money,2022-08-27,1,0,0.0,0.0,0,
ET money,2022-08-26,1,0,0.0,0.0,0,
ET money,2022-08-25,1,0,0.0,0.0,0,
ET money,2022-08-21,1,0,0.0,0.0,0,
ET money,2022-08-20,1,0,0.0,0.0,0,
ET money,2022-08-19,1,0,0.0,0.0,0,
ET money,2022-08-15,1,0,0.0,0.0,0,
ET money,2022-08-12,1,0,0.0,0.0,0,
ET money,2022-08-10,1,0,0.0,0.0,0,
ET money,2022-08-08,2,0,0.0,0.0,0,
ET money,2022-08-07,2,0,0.0,0.0,0,
ET money,2022-08-06,2,0,0.0,0.0,0,
ET money,2022-08-05,3,0,0.0,0.0,0,
ET money,2022-08-03,1,0,0.0,0.0,0,
ET money,2022-08-02,1,0,0.0,0.0,0,
ET money,2022-08-01,1,0,0.0,0.0,0,
ET money,2022-07-31,1,0,0.0,0.0,0,
ET money,2022-07-28,1,0,0.0,0.0,0,
ET money,2022-07-26,1,0,0.0,0.0,0,
ET money,2022-07-23,1,0,0.0,0.0,0,
ET money,2022-07-22,1,0,0.0,0.0,0,
ET money,2022-07-21,2,0,0.0,0.0,0,
ET money,2022-07-19,2,0,0.0,0.0,0,
ET money,2022-07-18,1,0,0.0,0.0,0,
ET money,2022-07-17,2,0,0.0,0.0,0,
ET money,2022-07-11,2,0,0.0,0.0,0,
ET money,2022-07-10,1,0,0.0,0.0,0,
ET money,2022-07-09,1,0,0.0,0.0,0,
ET money,2022-07-08,3,0,0.0,0.0,0,
ET money,2022-07-07,4,0,0.0,0.0,0,
ET money,2022-07-06,5,0,0.0,0.0,0,
ET money,2022-07-05,2,0,0.0,0.0,0,
ET money,2022-07-03,1,0,0.0,0.0,0,
ET money,2022-07-02,2,0,0.0,0.0,0,
ET money,2022-07-01,5,0,0.0,0.0,0,
ET money,2022-06-30,3,0,0.0,0.0,0,
ET money,2022-06-28,2,0,0.0,0.0,0,
ET money,2022-06-27,2,0,0.0,0.0,0,
ET money,2022-06-25,1,0,0.0,0.0,0,
ET money,2022-06-24,2,0,0.0,0.0,0,
ET money,2022-06-23,1,0,0.0,0.0,0,
ET money,2022-06-22,1,0,0.0,0.0,0,
ET money,2022-06-20,1,0,0.0,0.0,0,
ET money,2022-06-19,1,0,0.0,0.0,0,
ET money,2022-06-13,1,0,0.0,0.0,0,
ET money,2022-06-12,1,0,0.0,0.0,0,
ET money,2022-06-11,1,0,0.0,0.0,0,
ET money,2022-06-10,3,0,0.0,0.0,0,
ET money,2022-06-09,1,0,0.0,0.0,0,
ET money,2022-06-07,1,0,0.0,0.0,0,
ET money,2022-06-06,1,0,0.0,0.0,0,
ET money,2022-06-05,5,0,0.0,0.0,0,
ET money,2022-06-04,4,0,0.0,0.0,0,
ET money,2022-06-03,7,0,0.0,0.0,0,
ET money,2022-06-02,5,0,0.0,0.0,0,
ET money,2022-06-01,2,0,0.0,0.0,0,
ET money,2022-05-31,5,0,0.0,0.0,0,
ET money,2022-05-30,3,0,0.0,0.0,0,
ET money,2022-05-28,2,0,0.0,0.0,0,
ET money,2022-05-27,1,0,0.0,0.0,0,
ET money,2022-05-26,2,0,0.0,0.0,0,
ET money,2022-05-21,3,0,0.0,0.0,0,
ET money,2022-05-18,1,0,0.0,0.0,0,
ET money,2022-05-17,2,0,0.0,0.0,0,
ET money,2022-05-15,1,0,0.0,0.0,0,
ET money,2022-05-14,1,0,0.0,0.0,0,
ET money,2022-05-13,1,0,0.0,0.0,0,
ET money,2022-05-12,1,0,0.0,0.0,0,
ET money,2022-05-10,1,0,0.0,0.0,0,
ET money,2022-05-09,4,0,0.0,0.0,0,
ET money,2022-05-08,1,0,0.0,0.0,0,
ET money,2022-05-07,1,0,0.0,0.0,0,
ET money,2022-05-06,1,0,0.0,0.0,0,
ET money,2022-05-05,1,0,0.0,0.0,0,
ET money,2022-05-02,1,0,0.0,0.0,0,
ET money,2022-05-01,2,0,0.0,0.0,0,
ET money,2022-04-29,2,0,0.0,0.0,0,
ET money,2022-04-26,4,0,0.0,0.0,0,
ET money,2022-04-24,2,0,0.0,0.0,0,
ET money,2022-04-23,1,0,0.0,0.0,0,
ET money,2022-04-21,1,0,0.0,0.0,0,
ET money,2022-04-20,3,0,0.0,0.0,0,
ET money,2022-04-19,1,0,0.0,0.0,0,
ET money,2022-04-18,2,0,0.0,0.0,0,
ET money,2022-04-14,1,0,0.0,0.0,0,
ET money,2022-04-12,2,0,0.0,0.0,0,
ET money,2022-04-10,1,0,0.0,0.0,0,
ET money,2022-04-09,2,0,0.0,0.0,0,
ET money,2022-04-05,1,0,0.0,0.0,0,
ET money,2022-04-03,4,0,0.0,0.0,0,
ET money,2022-03-31,1,0,0.0,0.0,0,
ET money,2022-03-29,2,0,0.0,0.0,0,
ET money,2022-03-28,1,0,0.0,0.0,0,
ET money,2022-03-27,3,0,0.0,0.0,0,
ET money,2022-03-26,1,0,0.0,0.0,0,
ET money,2022-03-24,2,0,0.0,0.0,0,
ET money,2022-03-23,2,0,0.0,0.0,0,
ET money,2022-03-22,1,0,0.0,0.0,0,
ET money,2022-03-21,3,0,0.0,0.0,0,
ET money,2022-03-20,2,0,0.0,0.0,0,
ET money,2022-03-19,1,0,0.0,0.0,0,
ET money,2022-03-15,1,0,0.0,0.0,0,
ET money,2022-03-11,1,0,0.0,0.0,0,
ET money,2022-03-10,3,0,0.0,0.0,0,
ET money,2022-03-09,1,0,0.0,0.0,0,
ET money,2022-03-07,2,0,0.0,0.0,0,
ET money,2022-03-06,1,0,0.0,0.0,0,
ET money,2022-03-05,1,0,0.0,0.0,0,
ET money,2022-03-01,2,0,0.0,0.0,0,
ET money,2022-02-28,3,0,0.0,0.0,0,
ET money,2022-02-26,1,0,0.0,0.0,0,
ET money,2022-02-24,2,0,0.0,0.0,0,
ET money,2022-02-23,3,0,0.0,0.0,0,
ET money,2022-02-22,3,0,0.0,0.0,0,
ET money,2022-02-21,1,0,0.0,0.0,0,
ET money,2022-02-19,1,0,0.0,0.0,0,
ET money,2022-02-18,5,0,0.0,0.0,0,
ET money,2022-02-16,4,0,0.0,0.0,0,
ET money,2022-02-15,1,0,0.0,0.0,0,
ET money,2022-02-14,3,0,0.0,0.0,0,
ET money,2022-02-13,2,0,0.0,0.0,0,
ET money,2022-02-12,2,0,0.0,0.0,0,
ET money,2022-02-11,2,0,0.0,0.0,0,
ET money,2022-02-10,1,0,0.0,0.0,0,
ET money,2022-02-09,1,0,0.0,0.0,0,
ET money,2022-02-07,3,0,0.0,0.0,0,
ET money,2022-02-06,3,0,0.0,0.0,0,
ET money,2022-02-04,2,0,0.0,0.0,0,
ET money,2022-02-01,1,0,0.0,0.0,0,
ET money,2022-01-31,5,0,0.0,0.0,0,
ET money,2022-01-30,1,0,0.0,0.0,0,
ET money,2022-01-29,3,0,0.0,0.0,0,
ET money,2022-01-28,1,0,0.0,0.0,0,
ET money,2022-01-26,1,0,0.0,0.0,0,
ET money,2022-01-25,3,0,0.0,0.0,0,
ET money,2022-01-24,4,0,0.0,0.0,0,
ET money,2022-01-23,2,0,0.0,0.0,0,
ET money,2022-01-22,1,0,0.0,0.0,0,
ET money,2022-01-21,2,0,0.0,0.0,0,
ET money,2022-01-20,1,0,0.0,0.0,0,
ET money,2022-01-19,4,0,0.0,0.0,0,
ET money,2022-01-18,3,0,0.0,0.0,0,
ET money,2022-01-17,1,0,0.0,0.0,0,
ET money,2022-01-16,4,0,0.0,0.0,0,
ET money,2022-01-15,4,0,0.0,0.0,0,
ET money,2022-01-14,2,0,0.0,0.0,0,
ET money,2022-01-13,1,0,0.0,0.0,0,
ET money,2022-01-12,1,0,0.0,0.0,0,
ET money,2022-01-11,5,0,0.0,0.0,0,
ET money,2022-01-10,2,0,0.0,0.0,0,
ET money,2022-01-09,3,0,0.0,0.0,0,
ET money,2022-01-08,3,0,0.0,0.0,0,
ET money,2022-01-07,2,0,0.0,0.0,0,
ET money,2022-01-06,4,0,0.0,0.0,0,
ET money,2022-01-05,2,0,0.0,0.0,0,
ET money,2022-01-04,5,0,0.0,0.0,0,
ET money,2022-01-03,3,0,0.0,0.0,0,
ET money,2022-01-02,1,0,0.0,0.0,0,
ET money,2022-01-01,1,0,0.0,0.0,0,
ET money,2021-12-30,1,0,0.0,0.0,0,
ET money,2021-12-29,1,0,0.0,0.0,0,
ET money,2021-12-28,4,0,0.0,0.0,0,
ET money,2021-12-27,1,0,0.0,0.0,0,
ET money,2021-12-26,3,0,0.0,0.0,0,
ET money,2021-12-24,1,0,0.0,0.0,0,
ET money,2021-12-22,4,0,0.0,0.0,0,
ET money,2021-12-21,2,0,0.0,0.0,0,
ET money,2021-12-18,1,0,0.0,0.0,0,
ET money,2021-12-16,1,0,0.0,0.0,0,
ET money,2021-12-14,2,0,0.0,0.0,0,
ET money,2021-12-13,1,0,0.0,0.0,0,
ET money,2021-12-10,3,0,0.0,0.0,0,
ET money,2021-12-09,1,0,0.0,0.0,0,
ET money,2021-12-08,2,0,0.0,0.0,0,
ET money,2021-12-02,1,0,0.0,0.0,0,
ET money,2021-11-28,2,0,0.0,0.0,0,
ET money,2021-11-27,1,0,0.0,0.0,0,
ET money,2021-11-26,1,0,0.0,0.0,0,
ET money,2021-11-24,1,0,0.0,0.0,0,
ET money,2021-11-18,1,0,0.0,0.0,0,
ET money,2021-11-17,1,0,0.0,0.0,0,
ET money,2021-11-16,2,0,0.0,0.0,0,
ET money,2021-11-14,1,0,0.0,0.0,0,
ET money,2021-11-11,1,0,0.0,0.0,0,
ET money,2021-11-10,1,0,0.0,0.0,0,
ET money,2021-11-09,3,0,0.0,0.0,0,
ET money,2021-11-08,1,0,0.0,0.0,0,
ET money,2021-11-06,1,0,0.0,0.0,0,
ET money,2021-11-04,3,0,0.0,0.0,0,
ET money,2021-11-02,1,0,0.0,0.0,0,
ET money,2021-11-01,2,0,0.0,0.0,0,
ET money,2021-10-28,1,0,0.0,0.0,0,
ET money,2021-10-27,2,0,0.0,0.0,0,
ET money,2021-10-25,2,0,0.0,0.0,0,
ET money,2021-10-22,1,0,0.0,0.0,0,
ET money,2021-10-18,2,0,0.0,0.0,0,
ET money,2021-10-17,1,0,0.0,0.0,0,
ET money,2021-10-15,1,0,0.0,0.0,0,
ET money,2021-10-14,2,0,0.0,0.0,0,
ET money,2021-10-12,2,0,0.0,0.0,0,
ET money,2021-10-11,1,0,0.0,0.0,0,
ET money,2021-10-10,2,0,0.0,0.0,0,
ET money,2021-10-09,2,0,0.0,0.0,0,
ET money,2021-10-08,1,0,0.0,0.0,0,
ET money,2021-10-04,2,0,0.0,0.0,0,
ET money,2021-10-01,1,0,0.0,0.0,0,
ET money,2021-09-30,1,0,0.0,0.0,0,
ET money,2021-09-28,1,0,0.0,0.0,0,
ET money,2021-09-26,1,0,0.0,0.0,0,
ET money,2021-09-24,1,0,0.0,0.0,0,
ET money,2021-09-23,1,0,0.0,0.0,0,
ET money,2021-09-22,1,0,0.0,0.0,0,
ET money,2021-09-21,1,0,0.0,0.0,0,
ET money,2021-09-20,3,0,0.0,0.0,0,
ET money,2021-09-18,2,0,0.0,0.0,0,
ET money,2021-09-17,2,0,0.0,0.0,0,
ET money,2021-09-16,1,0,0.0,0.0,0,
ET money,2021-09-15,2,0,0.0,0.0,0,
ET money,2021-09-14,1,0,0.0,0.0,0,
ET money,2021-09-13,1,0,0.0,0.0,0,
ET money,2021-09-12,2,0,0.0,0.0,0,
ET money,2021-09-11,1,0,0.0,0.0,0,
ET money,2021-09-10,1,0,0.0,0.0,0,
ET money,2021-09-09,1,0,0.0,0.0,0,
ET money,2021-09-08,1,0,0.0,0.0,0,
ET money,2021-09-07,2,0,0.0,0.0,0,
ET money,2021-09-04,1,0,0.0,0.0,0,
ET money,2021-09-03,1,0,0.0,0.0,0,
ET money,2021-09-01,2,0,0.0,0.0,0,
ET money,2021-08-27,2,0,0.0,0.0,0,
ET money,2021-08-26,3,0,0.0,0.0,0,
ET money,2021-08-23,1,0,0.0,0.0,0,
ET money,2021-08-22,3,0,0.0,0.0,0,
ET money,2021-08-21,1,0,0.0,0.0,0,
ET money,2021-08-17,1,0,0.0,0.0,0,
ET money,2021-08-16,1,0,0.0,0.0,0,
ET money,2021-08-10,1,0,0.0,0.0,0,
ET money,2021-08-08,2,0,0.0,0.0,0,
ET money,2021-08-06,1,0,0.0,0.0,0,
ET money,2021-08-05,1,0,0.0,0.0,0,
ET money,2021-08-04,2,0,0.0,0.0,0,
ET money,2021-08-02,3,0,0.0,0.0,0,
ET money,2021-08-01,2,0,0.0,0.0,0,
ET money,2021-07-31,3,0,0.0,0.0,0,
ET money,2021-07-29,1,0,0.0,0.0,0,
ET money,2021-07-27,1,0,0.0,0.0,0,
ET money,2021-07-25,4,0,0.0,0.0,0,
ET money,2021-07-21,1,0,0.0,0.0,0,
ET money,2021-07-20,1,0,0.0,0.0,0,
ET money,2021-07-18,1,0,0.0,0.0,0,
ET money,2021-07-17,1,0,0.0,0.0,0,
ET money,2021-07-14,1,0,0.0,0.0,0,
ET money,2021-07-11,1,0,0.0,0.0,0,
ET money,2021-07-08,2,0,0.0,0.0,0,
ET money,2021-07-05,1,0,0.0,0.0,0,
ET money,2021-07-04,1,0,0.0,0.0,0,
ET money,2021-07-01,1,0,0.0,0.0,0,
ET money,2021-06-29,1,0,0.0,0.0,0,
ET money,2021-06-25,1,0,0.0,0.0,0,
ET money,2021-06-24,2,0,0.0,0.0,0,
ET money,2021-06-21,2,0,0.0,0.0,0,
ET money,2021-06-19,2,0,0.0,0.0,0,
ET money,2021-06-13,2,0,0.0,0.0,0,
ET money,2021-06-12,1,0,0.0,0.0,0,
ET money,2021-06-09,1,0,0.0,0.0,0,
ET money,2021-06-08,1,0,0.0,0.0,0,
ET money,2021-06-07,4,0,0.0,0.0,0,
ET money,2021-06-06,3,0,0.0,0.0,0,
ET money,2021-06-03,1,0,0.0,0.0,0,
ET money,2021-06-01,2,0,0.0,0.0,0,
ET money,2021-05-31,1,0,0.0,0.0,0,
ET money,2021-05-30,3,0,0.0,0.0,0,
ET money,2021-05-29,3,0,0.0,0.0,0,
ET money,2021-05-25,2,0,0.0,0.0,0,
ET money,2021-05-23,1,0,0.0,0.0,0,
ET money,2021-05-21,1,0,0.0,0.0,0,
ET money,2021-05-19,1,0,0.0,0.0,0,
ET money,2021-05-18,1,0,0.0,0.0,0,
ET money,2021-05-17,1,0,0.0,0.0,0,
ET money,2021-05-16,2,0,0.0,0.0,0,
ET money,2021-05-13,1,0,0.0,0.0,0,
ET money,2021-05-11,1,0,0.0,0.0,0,
ET money,2021-05-10,1,0,0.0,0.0,0,
ET money,2021-05-07,1,0,0.0,0.0,0,
ET money,2021-05-04,2,0,0.0,0.0,0,
ET money,2021-04-28,1,0,0.0,0.0,0,
ET money,2021-04-24,1,0,0.0,0.0,0,
ET money,2021-04-18,2,0,0.0,0.0,0,
ET money,2021-04-15,2,0,0.0,0.0,0,
ET money,2021-04-13,1,0,0.0,0.0,0,
ET money,2021-04-12,1,0,0.0,0.0,0,
ET money,2021-04-11,2,0,0.0,0.0,0,
ET money,2021-04-09,1,0,0.0,0.0,0,
ET money,2021-04-04,1,0,0.0,0.0,0,
ET money,2021-04-03,1,0,0.0,0.0,0,
ET money,2021-04-01,1,0,0.0,0.0,0,
ET money,2021-03-31,1,0,0.0,0.0,0,
ET money,2021-03-30,1,0,0.0,0.0,0,
ET money,2021-03-28,1,0,0.0,0.0,0,
ET money,2021-03-27,1,0,0.0,0.0,0,
ET money,2021-03-23,1,0,0.0,0.0,0,
ET money,2021-03-08,1,0,0.0,0.0,0,
ET money,2021-02-28,1,0,0.0,0.0,0,
ET money,2021-02-22,1,0,0.0,0.0,0,
ET money,2021-02-20,1,0,0.0,0.0,0,
ET money,2021-02-13,1,0,0.0,0.0,0,
ET money,2021-02-09,1,0,0.0,0.0,0,
ET money,2021-02-07,1,0,0.0,0.0,0,
ET money,2021-02-04,1,0,0.0,0.0,0,
ET money,2021-02-02,1,0,0.0,0.0,0,
ET money,2021-01-27,1,0,0.0,0.0,0,
ET money,2021-01-22,2,0,0.0,0.0,0,
ET money,2021-01-21,1,0,0.0,0.0,0,
ET money,2021-01-17,2,0,0.0,0.0,0,
ET money,2021-01-12,1,0,0.0,0.0,0,
ET money,2020-12-21,1,0,0.0,0.0,0,
ET money,2020-12-12,1,0,0.0,0.0,0,
ET money,2020-12-01,1,0,0.0,0.0,0,
ET money,2020-11-23,1,0,0.0,0.0,0,
ET money,2020-10-25,1,0,0.0,0.0,0,
ET money,2020-10-16,1,0,0.0,0.0,0,
ET money,2020-07-16,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-17,504,0,0.0,0.0,0,
Paisa Bazaar,2026-05-16,487,0,0.0,0.0,0,
Paisa Bazaar,2026-05-15,477,48,4335285.92,90318.45666666667,15,902710.53
Paisa Bazaar,2026-05-14,517,49,5554596.86,113359.11959183674,9,957180.5200000001
Paisa Bazaar,2026-05-13,561,33,5049592.49,153017.95424242425,10,340409.16
Paisa Bazaar,2026-05-12,490,70,9622478.749999998,137463.98214285713,8,952445.19
Paisa Bazaar,2026-05-11,504,141,11043030.809999999,78319.36744680851,11,624151.32
Paisa Bazaar,2026-05-10,490,0,0.0,0.0,0,
Paisa Bazaar,2026-05-09,572,7,122161.93,17451.704285714284,14,1060909.3
Paisa Bazaar,2026-05-08,550,76,19561942.28,257393.97736842107,19,2232077.37
Paisa Bazaar,2026-05-07,555,66,11484879.01,174013.31833333333,13,1022078.9099999999
Paisa Bazaar,2026-05-06,601,47,9110904.868,193849.03974468086,14,1450152.44
Paisa Bazaar,2026-05-05,640,45,4389385.9308,97541.90957333334,7,2246016.4539
